,地方番号,品種名,品種名（かな）,分類:水陸,分類:粳糯,系統番号,育成開始年,配布開始年,農林登録番号,農林登録年,命名年,育成地,交配組合せ
215,"藤真
",,,水稲,粳,,1936,1941,,,,愛知県　県農事試験場,真珠1号/藤十
216,"大東旭
",,,水稲,粳,,1936,1940,,,,愛知県　県農事試験場,太陽豊早生/東海旭
217,"大力
",,,水稲,粳,,1936,1940,,,,愛知県　県農事試験場,農林2号/真珠11号
218,"大力早生
",,,水稲,粳,,1936,1941,,,,愛知県　県農事試験場,農林2号/真珠11号
219,"千本新旭
",,,水稲,粳,,1936,1940,,,,愛知県　県農事試験場,千本旭/京都新旭
220,"愛知新旭
",,,水稲,粳,,1936,1942,,,,愛知県　県農事試験場,京都新旭/愛知旭
221,"吉田旭
",,,水稲,粳,,1936,1942,,,,愛知県　県農事試験場,京都新旭/愛知旭
222,"真珠錦
",,,水稲,粳,,1937,1940,,,,愛知県　県農事試験場,真珠/春日錦
223,"日の出糯
",,,水稲,糯,,1937,1941,,,,愛知県　県農事試験場,赤糯/真珠
224,"新報国旭
",,,水稲,粳,,1937,1942,,,,愛知県　県農事試験場,愛知旭/報国
225,"早生旭糯　
",,,水稲,糯,,1937,1942,,,,愛知県　県農事試験場,早生旭/旭糯
226,"高根錦
",,,水稲,粳,,1937,1942,,,,愛知県　県農事試験場,愛知錦　/高根旭
227,"玉水
",,,水稲,粳,,1937,1943,,,,愛知県　県農事試験場,樫棒戦/菊水
228,"山桜糯
",,,水稲,糯,,1938,1942,,,,愛知県　県農事試験場,双葉/早生桜糯
229,"良作旭
",,,水稲,粳,,1938,1942,,,,愛知県　県農事試験場,良作/愛知中生旭
230,"真珠千本
",,,水稲,粳,,1938,1945,,,,愛知県　県農事試験場,真珠/吉良旭
231,"菊水旭
",,,水稲,粳,,1938,1943,,,,愛知県　県農事試験場,菊水/愛知旭
232,"新双葉
",,,水稲,粳,,1938,1943,,,,愛知県　県農事試験場,真珠1号/高根旭
233,"双葉旭3号
",青葉,,水稲,粳,,1938,1944,,,1944,愛知県　県農事試験場,双葉/高根旭
234,"中生秀峰
",,,水稲,粳,,1938,1944,,,,愛知県　県農事試験場,農林6号/双葉
235,"真中丸
",脇差,,水稲,粳,,1939,1943,,,1943,愛知県　県農事試験場,中生日の丸/真珠
236,"良作千本
",,,水稲,粳,,1939,1943,,,,愛知県　県農事試験場,良作/千本旭
237,"山吹
 
",,,水稲,粳,,1939,1946,,,,愛知県　県農事試験場,農林6号/愛知旭
238,"山豊2号
",山豊,,水稲,粳,,1939,1943,,,1943,愛知県　県農事試験場,農林6号/愛知旭
239,"双葉千本
",,,水稲,粳,,1939,1943,,,,愛知県　県農事試験場,双葉/中生千本
240,"早生双葉
",,,水稲,粳,,1939,1943,,,,愛知県　県農事試験場,農林8号/双葉
241,"山栄
 
",,,水稲,粳,,1939,1945,,,,愛知県　県農事試験場,農林8号/双葉
242,"良錫
",,,水稲,粳,,1939,1944,,,,愛知県　県農事試験場,良作/錫晩セン
243,"双陸
 
",北斗,ほくと,水稲,粳,,1939,1943,,,1943,愛知県　県農事試験場,双葉/陸羽132号
244,"山田旭
",,,水稲,粳,,1939,1943,,,,愛知県　県農事試験場,双葉/愛知旭
245,"双銀3号
",たれほ,たれほ,水稲,粳,,1939,1944,,,1944,愛知県　県農事試験場,双葉/銀坊主
246,"双八
",,,水稲,粳,,1939,1944,,,,愛知県　県農事試験場,双葉/農林8号
247,"双昭
",,,水稲,粳,,1940,1946,,,,愛知県　県農事試験場,双葉/昭和早生
248,"亀葉
",,,水稲,粳,,1940,1944,,,,愛知県　県農事試験場,亀治/双葉
249,"中生黄玉
",,,水稲,粳,,1940,1943,,,,愛知県　県農事試験場,黄玉/真珠1号
250,"黄穣
",,,水稲,粳,,1940,1943,,,,愛知県　県農事試験場,黄玉/中良1号
251,"二双
",北嶺,,水稲,粳,,1940,1945,,,1945,愛知県　県農事試験場,双葉/新2号
252,"隼
",,,水稲,粳,,1940,1945,,,,愛知県　県農事試験場,早生旭2号/双葉
253,"小牧旭
",,,水稲,粳,,1940,1945,,,,愛知県　県農事試験場,双葉/中京旭
254,"福葉
",明星,,水稲,粳,,1941,1948,,,1948,愛知県　県農事試験場,福坊主/双葉
255,"あづさ
",,,水稲,粳,,1941,1945,,,,愛知県　県農事試験場,農林8号/錫晩セン
256,"いさご
",,,水稲,粳,,1941,1945,,,,愛知県　県農事試験場,農林8号/錫晩セン
257,"早生力糯
",,,水稲,糯,,1941,1946,,,,愛知県　県農事試験場,早生旭糯/早生千本力
258,"ちはや
 
",,,水稲,粳,,1941,1947,,,,愛知県　県農事試験場,農林6号/白穀早(台湾在来陸稲)
259,"つかさ
",,,水稲,粳,,1941,1946,,,,愛知県　県農事試験場,農林6号/錫晩セン
260,"力糯
",,,水稲,糯,,1941,1947,,,,愛知県　県農事試験場,朧糯/力千本
261,"こがね
",,,水稲,粳,,1942,1945,,,,愛知県　県農事試験場,良錫/渋川千本
262,"くれは
",,,水稲,粳,,1942,1945,,,,愛知県　県農事試験場,良錫/渋川千本
263,"かすみ
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,昭南/良錫
264,"大きずな
",大喜穂,,水稲,粳,,1942,1948,,,1948,愛知県　県農事試験場,昭南/良錫
265,"かぐら
",,,水稲,粳,,1942,1945,,,,愛知県　県農事試験場,昭南/良錫
266,"きぬた
",,,水稲,粳,,1942,1945,,,,愛知県　県農事試験場,昭南/良錫
267,"しをり
",,,水稲,粳,,1942,1945,,,,愛知県　県農事試験場,力千本/良錫
268,"さかえ　
",,,水稲,粳,,1942,1945,,,,愛知県　県農事試験場,力千本/良錫
269,"そのふ
 
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,大力早生/良錫
270,"うてな
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,力千本/白穀米
271,"たまて
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,力千本/白穀米
272,"すみれ
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,愛知旭/良錫
273,"昭力2号(昭力)
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,昭南/力千本
274,"昭京1号(昭京)
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,昭南/中京旭
275,"昭中旭2号
",玉錦,たまにしき,水稲,粳,,1942,1947,,,1947,愛知県　県農事試験場,昭南/中京旭
276,"力渋
",,,水稲,粳,,1942,1946,,,,愛知県　県農事試験場,力千本/渋川千本
277,"六玉
",早生黄玉,,水稲,粳,,1942,1948,,,1948,愛知県　県農事試験場,農林6号/黄玉
278,"早大力1号
",早生力,,水稲,粳,,1942,1947,,,1947,愛知県　県農事試験場,亀治/田戦捷
279,"報日糯
",いずみ糯,いずみもち,水稲,糯,,1942,1954,,,1954,愛知県　県農業試験場,日の出糯/報国
280,"近錦4号
",一つ星,,水稲,粳,,1943,1948,,,1948,愛知県　県農事試験場,近畿34号/錦旭報国
281,"京千4号(京千)
",,,水稲,粳,,1943,1946,,,,愛知県　県農事試験場,中京旭/東海千本
282,"邦愛
",邦栄旭,くにさかえあさひ,水稲,粳,,1943,1949,,,1949,愛知県　県農事試験場,邦栄/愛知旭
283,"近邦2号(近邦)
",,,水稲,粳,,1943,1948,,,,愛知県　県農事試験場,近畿34号/邦栄
284,"京大
",,,水稲,粳,,1944,1947,,,,愛知県　県農事試験場,中京旭/大力
285,"泰邦2号
",ふもと錦,ふもとにしき,水稲,粳,,1944,1953,,,1953,愛知県　県農業試験場,邦栄/泰山
286,"房成4号
",房成,,水稲,粳,,1944,1948,,,1948,愛知県　県農事試験場,農林2号/泰山
287,"中生力千本
",,,水稲,粳,,1944,1948,,,,愛知県　県農事試験場,力千本/中生千本
288,"力菊
",,,水稲,粳,,1944,1948,,,,愛知県　県農事試験場,力千本/白菊
289,"中穣2号(中穣)
",,,水稲,粳,,1944,1949,,,,愛知県　県農事試験場,中京旭/黄穣
290,"北真
",,,水稲,粳,,1944,1949,,,,愛知県　県農事試験場,北支太米/真珠
291,"黄柳
",,,水稲,粳,,1944,1949,,,,愛知県　県農事試験場,北支太米/真珠
292,"千邦1号(千邦)
",,,水稲,粳,,1944,1948,,,,愛知県　県農事試験場,力千本/邦栄
293,"暁祝糯
",萩糯,はぎもち,水稲,糯,,1944,1950,,,1950,愛知県　県農事試験場,暁糯/祝糯
294,"泰東38
",力錦,ちからにしき,水稲,粳,,1944,1950,,,1950,愛知県　県農事試験場,泰山/東山38号
295,"万代錦
 
",万代錦,ばんだいにしき,水稲,粳,,1944,1954,,,1954,愛知県　県農業試験場,秀峰/農林22号
296,"若葉4号　
",,,水稲,粳,,1944,1950,,,,愛知県　県農事試験場,秀峰/農林22号
297,"ときわ錦
",,,水稲,粳,,1944,1955,,,,愛知県　県農業試験場,秀峰/農林22号
298,"豊栄2号
",,,水稲,粳,,1944,1948,,,,愛知県　県農事試験場,山豊/邦栄
299,"北泰
",,,水稲,粳,,1944,1950,,,,愛知県　県農事試験場,北支太米/泰山
300,"北優
",,,水稲,粳,,1944,1950,,,,愛知県　県農事試験場,北支太米/泰山
301,"北泰糯1号
",,,水稲,糯,,1944,1950,,,,愛知県　県農事試験場,北支太米/泰山
302,"金星2号
",金星,きんせい,水稲,粳,,1944,1952,,,1952,愛知県　県農事試験場,秀峰/農林17号
303,"銀河1号
 
",銀河,ぎんが,水稲,粳,,1944,1954,,,1954,愛知県　県農業試験場,秀峰/陸羽132号
304,"銀河2号
 
",中生銀河,なかてぎんが,水稲,粳,,1944,1954,,,1954,愛知県　県農業試験場,秀峰/陸羽132号
305,"豊秀
",,,水稲,粳,,1944,1949,,,,愛知県　県農事試験場,山豊/秀峰
306,"秀嶺2号
",秀嶺,,水稲,粳,,1944,1953,,,1953,愛知県　県農業試験場,秀峰/報国
307,"邦菊
",,,水稲,粳,,1945,1949,,,,愛知県　県農事試験場,邦栄/白菊
308,"岩波
",,,水稲,粳,,1945,1949,,,,愛知県　県農事試験場,六穀/昭南
309,"秀愛
",,,水稲,粳,,1946,1950,,,,愛知県　県農事試験場,秀峰/無芒愛国
310,"糯千本2号
",糯千本,もちせんぼん,水稲,糯,,1946,1950,,,1950,愛知県　県農事試験場,力糯/祝糯
311,"東旭晩東
",,,水稲,粳,,1946,1952,,,,愛知県　県農事試験場,東海旭/晩生東海
312,"新山吹2号
 
",新山吹,しんやまぶき,水稲,粳,,1946,1956,,,1956,愛知県　県農業試験場,農林22号/東山38号
313,"早生金南風
",,,水稲,粳,,1947,1952,,,,愛知県　県農事試験場,金南風/双近4号
314,"北真旭
",,,水稲,粳,,1948,1952,,,,愛知県　県農事試験場,北真/中京旭
315,"北真千力
 
",宝千本,たからせんぼん,水稲,粳,,1950,1956,,,1959,愛知県　県農業試験場,北真山1号/千力1号
316,"27-1
",,,水稲,粳,,1946,1952,,,,愛知県　県農事試験場,農林26号/中京旭
317,"27-2(力千晩東)
",,,水稲,粳,,1946,1952,,,,愛知県　県農事試験場,力千本/晩生東海
318,"29-1
",,,水稲,粳,,1947,1954,,,,愛知県　県農業試験場,滋賀旭/農林23号
319,"29-2
",,,水稲,粳,,1948,1954,,,,愛知県　県農業試験場,金南風/近邦2号(近邦)
320,"29-3
",,,水稲,粳,,1948,1954,,,,愛知県　県農業試験場,畿内中74号/農林22号
321,"29-4(姫千本)
",,,水稲,粳,,1948,1954,,,,愛知県　県農業試験場,豊千本/北真A4-3-2
322,"29-5
",,,水稲,粳,,1947,1954,,,,愛知県　県農業試験場,力糯/旭糯
323,"30-1
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,東山38号/綾錦
324,"30-2(宝城)
",,,水稲,粳,,1948,1955,,,,愛知県　県農業試験場,金南風/北真A4-3-2
325,"30-3
",,,水稲,粳,,1948,1955,,,,愛知県　県農業試験場,金南風/中生秀峰
326,"30-5
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,金南風/北真44号
327,"30-6
 
",菊栄,きくさかえ,水稲,粳,,1951,1955,,,1959,愛知県　県農業試験場,菊水/兵庫雄町
328,"30-7
",,,水稲,粳,,1951,1955,,,,愛知県　県農業試験場,菊水/兵庫雄町
329,"30-8B
 
",初穂波,はつほなみ,水稲,粳,,1950,1955,,,1958,愛知県　県農業試験場,金南風/力錦
330,"30-9
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,力菊1号/雄町
331,"30-11
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,中生秀峰/農林29号
332,"30-12
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,農林29号/うこん錦
333,"30-13
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,中生秀峰/ハツシモ
334,"30-14(金南中秀)
",,,水稲,粳,,1948,1955,,,,愛知県　県農業試験場,(金南風/中生秀峰)F5
335,"30-15
",,,水稲,粳,,1950,1955,,,,愛知県　県農業試験場,金南風/力錦
336,"30-16
",,,水稲,粳,,1949,1955,,,,愛知県　県農業試験場,若葉/金南風
337,"30-17(金邦)
",,,水稲,粳,,1948,1955,,,,愛知県　県農業試験場,金南風/近邦2号(近邦)
338,"30-18
",,,水稲,粳,,1948,1955,,,,愛知県　県農業試験場,金南風/近邦2号(近邦)
339,"30-19
",,,水稲,粳,,1948,1955,,,,愛知県　県農業試験場,金南風/近邦2号(近邦)
340,"31-1
",,,水稲,粳,,1950,1956,,,,愛知県　県農業試験場,農林37号/力錦
341,"31-2
",,,水稲,粳,,1950,1956,,,,愛知県　県農業試験場,中生秀峰/ハツシモ
342,"31-3
",愛知錦,,水稲,粳,,1950,1956,,,1956,愛知県　県農業試験場,愛知旭/力錦
343,"31-5
",,,水稲,粳,,1950,1956,,,,愛知県　県農業試験場,愛知旭/力錦
344,"31-6
",,,水稲,粳,,1948,1956,,,,愛知県　県農業試験場,金南風/愛良錫
345,"31-7
",千寿糯,せんじゅもち,水稲,粳,,1951,1956,,,1956,愛知県　県農業試験場,糯千本/コトブキモチ
346,"31-8
",,,水稲,粳,,1951,1956,,,,愛知県　県農業試験場,秀峰/農林1号
347,"31-11
",,,水稲,粳,,1948,1956,,,,愛知県　県農業試験場,早生双葉/農林17号
348,"31-12
 
",千代栄,ちよさかえ,水稲,粳,,1950,1956,,,1959,愛知県　県農業試験場,若葉/銀河
349,"31-13
",,,水稲,粳,,1950,1956,,,,愛知県　県農業試験場,金南風/力錦
350,"31-14(若金)
",,,水稲,粳,,1949,1956,,,,愛知県　県農業試験場,(若葉/金南風)F5
351,"31-15
",,,水稲,粳,,,1956,,,,愛知県　県農業試験場,金南風/ハツシモ
352,"31-16(金秀)
",,,水稲,粳,,1948,1956,,,,愛知県　県農業試験場,金南風/中生秀峰
353,"31-17
",,,水稲,粳,,1948,1956,,,,愛知県　県農業試験場,金南風/近邦2号(近邦)
354,"31-18
",虹糯(新),にじもち(しん),水稲,粳,,1943,1956,,,1958,愛知県　県農業試験場,暁糯/農林6号
355,"32-1
",,,水稲,粳,,1952,1957,,,,愛知県　県農業試験場,東海4号/黄金錦
356,"32-2(東海錦)
",,,水稲,粳,,1952,1957,,,,愛知県　県農業試験場,東海4号/黄金錦
357,"32-3
",,,水稲,粳,,1952,1957,,,,愛知県　県農業試験場,ミホニシキ/近畿47号
358,"32-4
",,,水稲,粳,,1952,1957,,,,愛知県　県農業試験場,北真六邦/ツバサ
359,"32-5
",,,水稲,粳,,1952,1957,,,,愛知県　県農業試験場,北真六邦/ツバサ
360,"32-6
 
",幸風,さちかぜ,水稲,粳,,1953,1957,,,1960,愛知県　県農業試験場,中穣2号(中穣)/新山吹
361,"32-11
 
",山路早生,やまじわせ,水稲,粳,,1950,1957,,,1959,愛知県　県農業試験場,農林1号/若葉5号
362,"32-12(BRNo.1)
",金剛,こんごうBR1,水稲,粳,,1951,1957,,,1957,愛知県　県農業試験場,北真旭/秀峰
363,"32-13
",,,水稲,粳,,1951,1957,,,,愛知県　県農業試験場,北真旭/愛知旭1BC
364,"33-1
",,,水稲,粳,,1952,1958,,,,愛知県　県農業試験場,東海4号/黄金錦
365,"33-2
",,,水稲,粳,,1953,1958,,,,愛知県　県農業試験場,新生/東山38号
366,"33-11(陸銀)
",,,水稲,粳,,1951,1958,,,,愛知県　県農業試験場,陸羽132号/銀河
367,"33-12(虹銀糯)
",,,水稲,粳,,1950,1958,,,,愛知県　県農業試験場,虹糯1号/銀河
368,"33-13(金栄)
",,,水稲,粳,,1952,1958,,,,愛知県　県農業試験場,早生金南風/さかえ　
369,"33-14
 
",若葉4号,わかば4ごう,水稲,粳,,1944,1958,,,1958,愛知県　県農業試験場,秀峰/農林22号
370,"33-15
",,,水稲,粳,,1952,1958,,,,愛知県　県農業試験場,ほまれ錦/農林29号
371,"33-16(BRNo.3)
",,,水稲,粳,,1952,1958,,,,愛知県　県農業試験場,北真旭/中京旭
372,"33-17
",,,水稲,粳,,1949,1958,,,,愛知県　県農業試験場,綾錦/東山38号
373,"33-18(BRNo.2)
",,,水稲,粳,,1951,1958,,,,愛知県　県農業試験場,北真旭/愛知旭
374,"33ｰ19
",,,水稲,粳,,1950,1958,,,,愛知県　県農業試験場,金南風/黄金錦
375,"34-1
 
",玉栄,たまさかえ,水稲,粳,,1954,1959,,,1965,愛知県　県農業試験場,山栄/白菊
376,"34-1長
 
",九頭竜,くずりゅう,水稲,粳,,1954,1964,,,1970,愛知県　県農業総合試験場作物研究所,山栄/白菊
377,"34-2
",,,水稲,粳,,1954,1959,,,,愛知県　県農業試験場,良山/29-2
378,"34-3
",,,水稲,粳,,1953,1959,,,,愛知県　県農業試験場,新生/東山38号
379,"34-4
",,,水稲,粳,,1954,1959,,,,愛知県　県農業試験場,27-1/農林8号
380,"34-5
",,,水稲,粳,,1953,1959,,,,愛知県　県農業試験場,中穣2号(中穣)/新山吹
381,"34-6
",,,水稲,粳,,1953,1959,,,,愛知県　県農業試験場,中穣2号(中穣)/新山吹
382,"34-7
",,,水稲,粳,,1953,1959,,,,愛知県　県農業試験場,新生/東山38号
383,"34-8
",,,水稲,粳,,1950,1959,,,,愛知県　県農業試験場,金南風/力錦
384,"34-11(銀藤)
",,,水稲,粳,,1954,1959,,,,愛知県　県農業試験場,銀河/藤坂5号
385,"34-12(若四さかえ)
",,,水稲,粳,,1952,1959,,,,愛知県　県農業試験場,若葉4号/さかえ　
386,"34-13
",,,水稲,粳,,1952,1959,,,,愛知県　県農業試験場,早生若葉/北斗
387,"34-14
 
",露葉風,つゆはかぜ,水稲,粳,,1953,1959,,,1963,愛知県　県農業試験場,白露/早生双葉
